clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,recent_team,player_name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,total_touches,yards_per_touch,passing_efficiency,catch_rate,yards_per_target,points_per_game,opportunity_share
EVAN HULL,2023,RB,1,1.7,1,1,6.0,1.0,1,0,0,0.0,0,0.0,IND,Evan Hull,EVAN HULL_RB,1.7000000476837158,1.0,1.0,0.0,0.0,1,1,2.0,2.0,3.5,0.0,0.0,0.0,1.7000000476837158,2
EZEKIEL ELLIOTT,2024,RB,15,57.5,15,74,69.0,226.0,12,0,3,0.0,0,0.0,DAL,Ezekiel Elliott,EZEKIEL ELLIOTT_RB,142.56666564941406,36.333333333333336,170.66666666666666,-67.04871368408203,1.915482759475708,3,49,207.0,89.0,3.3146066665649414,0.0,0.0,0.0,3.8333333333333335,89
FELEIPE FRANKS,2024,TE,3,2.2,3,0,12.0,0.0,1,0,0,0.0,0,0.0,CAR,Feleipe Franks,FELEIPE FRANKS_TE,1.100000023841858,2.5,0.5,0.0,0.7071067690849304,2,5,3.0,0.0,0.0,0.0,0.3333333333333333,4.0,0.7333333492279053,3
FOSTER MOREAU,2022,WR,14,87.0,54,0,420.0,0.0,33,2,0,0.0,0,0.0,LV,Foster Moreau,FOSTER MOREAU_WR,87.0,54.0,0.0,0.0,0.0,1,14,54.0,0.0,0.0,0.0,0.6111111111111112,7.777777777777778,6.214285714285714,54
FOSTER MOREAU,2024,TE,15,103.3,43,0,413.0,0.0,32,5,0,0.0,0,0.0,NO,Foster Moreau,FOSTER MOREAU_TE,74.80000305175781,34.0,0.0,123.11016082763672,1.8558452129364014,2,26,34.0,0.0,0.0,0.0,0.7441860465116279,9.604651162790697,6.886666870117187,43
FRANK DARBY,2022,WR,1,2.5,1,0,15.0,0.0,1,0,0,0.0,0,0.0,ATL,Frank Darby,FRANK DARBY_WR,2.5,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,15.0,2.5,1
FREDDIE SWAIN,2022,WR,3,11.4,6,0,74.0,0.0,4,0,0,0.0,0,0.0,DEN,Freddie Swain,FREDDIE SWAIN_WR,11.399999618530273,6.0,0.0,0.0,0.0,1,3,6.0,0.0,0.0,0.0,0.6666666666666666,12.333333333333334,3.7999998728434243,6
GABE DAVIS,2024,WR,9,53.9,42,0,239.0,0.0,20,2,0,0.0,0,0.0,JAX,Gabe Davis,GABE DAVIS_WR,138.53334045410156,76.33333333333333,0.3333333333333333,-66.60470581054688,1.8268595933914185,3,42,76.66666666666666,0.0,0.0,0.0,0.47619047619047616,5.690476190476191,5.988889058430989,42
GARDNER MINSHEW,2024,QB,10,96.32,0,19,0.0,58.0,0,0,0,2013.0,9,10.0,LV,Gardner Minshew,GARDNER MINSHEW_QB,109.71332550048828,0.0,20.666666666666668,-50.9072380065918,1.3607237339019775,3,32,20.666666666666668,0.0,0.0,4.470938897168406,0.0,0.0,9.631999969482422,19
GARRETT WILSON,2024,WR,17,251.9,153,2,1104.0,5.0,101,7,0,0.0,0,0.0,NYJ,Garrett Wilson,GARRETT WILSON_WR,226.93333435058594,156.0,3.3333333333333335,18.151968002319336,10.47810173034668,3,51,159.33333333333334,0.0,0.0,0.0,0.6601307189542484,7.215686274509804,14.8176466997932,155
GARY BRIGHTWELL,2023,RB,3,11.6,7,9,47.0,19.0,5,0,0,0.0,0,0.0,NYG,Gary Brightwell,GARY BRIGHTWELL_RB,20.799999237060547,7.5,20.5,-61.333335876464844,1.598676085472107,2,12,28.0,16.0,4.125,0.0,0.0,0.0,3.866666793823242,16
GENO SMITH,2024,QB,17,266.0,0,53,0.0,272.0,0,0,2,4320.0,21,15.0,SEA,Geno Smith,GENO SMITH_QB,271.35333251953125,0.3333333333333333,54.0,17.04655647277832,5.773571491241455,3,50,54.333333333333336,0.0,0.0,4.861111111111112,0.0,0.0,15.647058823529411,53
GEOFF SWAIM,2024,TE,1,1.7,1,0,7.0,0.0,1,0,0,0.0,0,0.0,CLE,Geoff Swaim,GEOFF SWAIM_TE,14.966666221618652,9.333333333333334,0.0,-91.23710632324219,1.2794203758239746,3,19,9.333333333333334,0.0,0.0,0.0,1.0,7.0,1.7000000476837158,1
GEORGE HOLANI,2024,RB,2,1.9,1,3,-1.0,10.0,1,0,0,0.0,0,0.0,SEA,George Holani,GEORGE HOLANI_RB,1.899999976158142,1.0,3.0,0.0,0.0,1,2,4.0,4.0,2.25,0.0,0.0,0.0,0.949999988079071,4
GEORGE KITTLE,2024,WR,15,236.6,94,0,1106.0,0.0,78,8,0,0.0,0,0.0,SF,George Kittle,GEORGE KITTLE_WR,231.433349609375,98.0,0.6666666666666666,3.590198278427124,51.463478088378906,3,52,98.66666666666667,0.0,0.0,0.0,0.8297872340425532,11.76595744680851,15.773333740234374,94
GEORGE PICKENS,2024,WR,15,184.1,108,2,987.0,-6.0,64,4,0,0.0,0,0.0,PIT,George Pickens,GEORGE PICKENS_WR,189.6333465576172,103.0,3.0,-15.666511535644531,7.199558734893799,3,50,106.0,0.0,0.0,0.0,0.5925925925925926,9.13888888888889,12.273333740234374,110
GERALD EVERETT,2023,WR,15,111.1,70,3,411.0,10.0,51,3,0,0.0,0,0.0,LAC,Gerald Everett,GERALD EVERETT_WR,136.75,82.5,2.0,-31.588666915893555,3.7698581218719482,2,31,84.5,0.0,0.0,0.0,0.7285714285714285,5.871428571428571,7.406666564941406,73
GERALD EVERETT,2024,TE,9,11.599999,13,0,36.0,0.0,8,0,0,0.0,0,0.0,CHI,Gerald Everett,GERALD EVERETT_TE,11.59999942779541,13.0,0.0,0.0,0.0,1,9,13.0,0.0,0.0,0.0,0.6153846153846154,2.769230769230769,1.2888888253106012,13
GIOVANI BERNARD,2022,RB,2,4.7,2,8,-1.0,28.0,2,0,0,0.0,0,0.0,TB,Giovani Bernard,GIOVANI BERNARD_RB,4.699999809265137,2.0,8.0,0.0,0.0,1,2,10.0,10.0,2.700000047683716,0.0,0.0,0.0,2.3499999046325684,10
GIOVANNI RICCI,2023,TE,1,1.2,1,0,2.0,0.0,1,0,0,0.0,0,0.0,CAR,Giovanni Ricci,GIOVANNI RICCI_TE,9.600000381469727,5.0,0.0,-93.33332824707031,0.8081220984458923,2,7,5.0,0.0,0.0,0.0,1.0,2.0,1.2000000476837158,1
GODWIN IGWEBUIKE,2022,RB,1,1.7,1,3,3.0,4.0,1,0,0,0.0,0,0.0,SEA,Godwin Igwebuike,GODWIN IGWEBUIKE_RB,1.7000000476837158,1.0,3.0,0.0,0.0,1,1,4.0,4.0,1.75,0.0,0.0,0.0,1.7000000476837158,4
GRANT CALCATERRA,2024,TE,14,61.2,31,0,302.0,0.0,25,1,0,0.0,0,0.0,PHI,Grant Calcaterra,GRANT CALCATERRA_TE,27.399999618530273,14.666666666666666,0.0,674.68359375,0.932388186454773,3,21,14.666666666666666,0.0,0.0,0.0,0.8064516129032258,9.741935483870968,4.3714286259242465,31
GRANT DUBOSE,2024,WR,2,3.1,4,0,11.0,0.0,2,0,0,0.0,0,0.0,MIA,Grant DuBose,GRANT DUBOSE_WR,3.0999999046325684,4.0,0.0,0.0,0.0,1,2,4.0,0.0,0.0,0.0,0.5,2.75,1.5499999523162842,4
GREG DORTCH,2024,WR,17,90.3,50,5,342.0,31.0,37,3,0,0.0,0,0.0,ARI,Greg Dortch,GREG DORTCH_WR,89.9666748046875,51.666666666666664,4.333333333333333,40.000003814697266,3.5557637214660645,3,37,56.0,0.0,0.0,0.0,0.74,6.84,5.311764885397518,55
GREG DULCICH,2022,WR,10,86.1,55,0,411.0,0.0,33,2,0,0.0,0,0.0,DEN,Greg Dulcich,GREG DULCICH_WR,86.0999984741211,55.0,0.0,0.0,0.0,1,10,55.0,0.0,0.0,0.0,0.6,7.472727272727273,8.609999847412109,55
GREG DULCICH,2024,TE,3,7.7999997,12,0,28.0,0.0,5,0,0,0.0,0,0.0,DEN,Greg Dulcich,GREG DULCICH_TE,6.649999618530273,8.0,0.0,41.81817626953125,4.088922023773193,2,5,8.0,0.0,0.0,0.0,0.4166666666666667,2.3333333333333335,2.5999999046325684,12
GUNNER OLSZEWSKI,2023,WR,2,5.0,1,0,0.0,0.0,1,0,0,0.0,0,0.0,NYG,Gunner Olszewski,GUNNER OLSZEWSKI_WR,9.600000381469727,4.0,4.0,-64.78872680664062,1.475701093673706,2,12,8.0,0.0,0.0,0.0,1.0,0.0,2.5,1
GUS EDWARDS,2024,RB,12,66.3,5,108,6.0,387.0,3,0,4,0.0,0,0.0,LAC,Gus Edwards,GUS EDWARDS_RB,109.4333267211914,8.0,139.33333333333334,-66.25953674316406,1.45131254196167,3,41,147.33333333333334,113.0,3.4778761863708496,0.0,0.0,0.0,5.525000254313151,113
HARRISON BRYANT,2024,TE,5,17.6,12,0,86.0,0.0,9,0,0,0.0,0,0.0,LV,Harrison Bryant,HARRISON BRYANT_TE,42.56666946411133,26.666666666666668,2.0,-63.6363639831543,1.8817071914672852,3,33,28.666666666666668,0.0,0.0,0.0,0.75,7.166666666666667,3.5200000762939454,12
HASSAN HASKINS,2024,RB,12,33.3,4,35,49.0,94.0,3,1,2,0.0,0,0.0,LAC,Hassan Haskins,HASSAN HASKINS_RB,29.649999618530273,8.0,30.0,28.076919555664062,5.744032382965088,2,19,38.0,39.0,3.6666667461395264,0.0,0.0,0.0,2.7749999364217124,39
HAYDEN HURST,2022,WR,16,136.5,85,0,555.0,0.0,65,3,0,0.0,0,0.0,CIN,Hayden Hurst,HAYDEN HURST_WR,136.5,85.0,0.0,0.0,0.0,1,16,85.0,0.0,0.0,0.0,0.7647058823529411,6.529411764705882,8.53125,85
HAYDEN HURST,2024,TE,7,15.3,13,0,73.0,0.0,8,0,0,0.0,0,0.0,LAC,Hayden Hurst,HAYDEN HURST_TE,28.850000381469727,22.5,0.0,-63.915096282958984,1.5055371522903442,2,16,22.5,0.0,0.0,0.0,0.6153846153846154,5.615384615384615,2.1857143129621233,13
HENDON HOOKER,2024,QB,3,2.68,0,5,0.0,2.0,0,0,0,62.0,0,0.0,DET,Hendon Hooker,HENDON HOOKER_QB,2.680000066757202,0.0,5.0,0.0,0.0,1,3,5.0,0.0,0.0,0.0,0.0,0.0,0.893333355585734,5
HUNTER HENRY,2024,WR,16,145.4,97,0,674.0,0.0,66,2,0,0.0,0,0.0,NE,Hunter Henry,HUNTER HENRY_WR,123.0666732788086,72.33333333333333,0.0,21.267717361450195,5.879794597625732,3,45,72.33333333333333,0.0,0.0,0.0,0.6804123711340206,6.948453608247423,9.087499618530273,97
HUNTER LONG,2024,TE,8,21.3,11,0,73.0,0.0,8,0,0,0.0,0,0.0,LA,Hunter Long,HUNTER LONG_TE,10.649999618530273,6.0,0.0,0.0,0.7071067690849304,2,9,6.0,0.0,0.0,0.0,0.7272727272727273,6.636363636363637,2.6624999046325684,11
HUNTER LUEPKE,2024,RB,13,26.9,16,12,111.0,38.0,12,0,0,0.0,0,0.0,DAL,Hunter Luepke,HUNTER LUEPKE_RB,19.799999237060547,10.0,9.0,111.81101989746094,1.9719314575195312,2,19,19.0,28.0,5.3214287757873535,0.0,0.0,0.0,2.0692307398869443,28
HUNTER RENFROW,2023,WR,13,48.5,37,0,255.0,0.0,25,0,0,0.0,0,0.0,LV,Hunter Renfrow,HUNTER RENFROW_WR,63.75,43.5,0.0,-38.60759353637695,2.9559381008148193,2,23,43.5,0.0,0.0,0.0,0.6756756756756757,6.891891891891892,3.730769230769231,37
IAN THOMAS,2024,TE,3,3.7,6,0,7.0,0.0,3,0,0,0.0,0,0.0,CAR,Ian Thomas,IAN THOMAS_TE,18.33333396911621,15.0,0.0,-65.0943374633789,0.9318113327026367,3,23,15.0,0.0,0.0,0.0,0.5,1.1666666666666667,1.2333333492279053,6
IHMIR SMITHMARSETTE,2024,WR,1,6.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,NYG,Ihmir Smith-Marsette,IHMIR SMITHMARSETTE_WR,12.966667175292969,4.666666666666667,3.0,-81.53845977783203,0.7562271356582642,3,11,7.666666666666667,0.0,0.0,0.0,0.0,0.0,6.0,0
IRV SMITH,2024,TE,1,1.2,1,0,2.0,0.0,1,0,0,0.0,0,0.0,HOU,Irv Smith,IRV SMITH_TE,32.39999771118164,21.666666666666668,0.0,-96.41790771484375,1.0565859079360962,3,19,21.666666666666668,0.0,0.0,0.0,1.0,2.0,1.2000000476837158,1
ISAAC GUERENDO,2024,RB,13,96.2,16,84,152.0,420.0,15,0,4,0.0,0,0.0,SF,Isaac Guerendo,ISAAC GUERENDO_RB,96.19999694824219,16.0,84.0,0.0,0.0,1,13,100.0,100.0,5.71999979019165,0.0,0.0,0.0,7.399999765249399,100
ISAIAH DAVIS,2024,RB,9,45.9,12,30,75.0,174.0,9,1,1,0.0,0,0.0,NYJ,Isaiah Davis,ISAIAH DAVIS_RB,45.900001525878906,12.0,30.0,0.0,0.0,1,9,42.0,42.0,5.9285712242126465,0.0,0.0,0.0,5.100000169542101,42
ISAIAH HODGINS,2024,WR,2,3.2,2,0,12.0,0.0,2,0,0,0.0,0,0.0,NYG,Isaiah Hodgins,ISAIAH HODGINS_WR,63.06666564941406,31.333333333333332,0.0,-94.66666412353516,1.0261847972869873,3,27,31.333333333333332,0.0,0.0,0.0,1.0,6.0,1.600000023841858,2
ISAIAH LIKELY,2024,WR,17,149.3,67,0,603.0,0.0,49,7,0,0.0,0,0.0,BAL,Isaiah Likely,ISAIAH LIKELY_WR,120.30000305175781,63.5,0.0,63.526832580566406,2.933274269104004,2,31,63.5,0.0,0.0,0.0,0.7313432835820896,9.0,8.782353120691637,67
ISAIAH LIKELY,2023,TE,15,116.1,46,0,461.0,0.0,34,6,0,0.0,0,0.0,BAL,Isaiah Likely,ISAIAH LIKELY_TE,116.0999984741211,46.0,0.0,0.0,0.0,1,15,46.0,0.0,0.0,0.0,0.7391304347826086,10.021739130434783,7.73999989827474,46
ISAIAH MCKENZIE,2023,WR,9,20.6,14,3,82.0,14.0,11,0,0,0.0,0,0.0,IND,Isaiah McKenzie,ISAIAH MCKENZIE_WR,71.69999694824219,40.5,6.0,-83.2247543334961,0.9921634793281555,2,25,46.5,0.0,0.0,0.0,0.7857142857142857,5.857142857142857,2.288888931274414,17
ISAIAH SPILLER,2023,RB,9,19.0,6,37,34.0,96.0,6,0,0,0.0,0,0.0,LAC,Isaiah Spiller,ISAIAH SPILLER_RB,13.699999809265137,4.5,27.5,126.19048309326172,1.8278042078018188,2,14,32.0,43.0,3.0232558250427246,0.0,0.0,0.0,2.111111111111111,43
ISAIAH WILLIAMS,2024,WR,1,2.6,3,0,6.0,0.0,2,0,0,0.0,0,0.0,DET,Isaiah Williams,ISAIAH WILLIAMS_WR,2.5999999046325684,3.0,0.0,0.0,0.0,1,1,3.0,0.0,0.0,0.0,0.6666666666666666,2.0,2.5999999046325684,3
ISIAH PACHECO,2024,RB,10,65.3,21,96,96.0,347.0,15,0,1,0.0,0,0.0,KC,Isiah Pacheco,ISIAH PACHECO_RB,172.56666564941406,34.333333333333336,196.33333333333334,-76.61174774169922,1.6135053634643555,3,48,230.66666666666669,117.0,3.7863247394561768,0.0,0.0,0.0,6.530000305175781,117
ISRAEL ABANIKANDA,2023,RB,6,18.300001,11,22,43.0,70.0,7,0,0,0.0,0,0.0,NYJ,Israel Abanikanda,ISRAEL ABANIKANDA_RB,18.30000114440918,11.0,22.0,0.0,0.0,1,6,33.0,33.0,3.4242424964904785,0.0,0.0,0.0,3.0500001907348633,33
JACK STOLL,2024,TE,2,3.0,3,0,10.0,0.0,2,0,0,0.0,0,0.0,PHI,Jack Stoll,JACK STOLL_TE,12.199999809265137,8.666666666666666,0.0,-65.90909576416016,1.0805349349975586,3,17,8.666666666666666,0.0,0.0,0.0,0.6666666666666666,3.3333333333333335,1.5,3
JACOB COWING,2024,WR,3,12.7,6,1,80.0,7.0,4,0,0,0.0,0,0.0,SF,Jacob Cowing,JACOB COWING_WR,12.699999809265137,6.0,1.0,0.0,0.0,1,3,7.0,0.0,0.0,0.0,0.6666666666666666,13.333333333333334,4.233333269755046,7
JACOB EASON,2022,QB,1,0.36,0,0,0.0,0.0,0,0,0,59.0,0,1.0,CAR,Jacob Eason,JACOB EASON_QB,0.36000001430511475,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36000001430511475,0
JACOB HARRIS,2022,WR,1,1.6,1,0,6.0,0.0,1,0,0,0.0,0,0.0,LA,Jacob Harris,JACOB HARRIS_WR,1.600000023841858,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,6.0,1.600000023841858,1
JACOB KIBODI,2024,RB,1,4.9,3,5,15.0,24.0,1,0,0,0.0,0,0.0,CLE,Jacob Kibodi,JACOB KIBODI_RB,4.900000095367432,3.0,5.0,0.0,0.0,1,1,8.0,8.0,4.875,0.0,0.0,0.0,4.900000095367432,8
JACOBY BRISSETT,2024,QB,7,45.24,0,15,0.0,62.0,0,0,0,826.0,2,1.0,NE,Jacoby Brissett,JACOBY BRISSETT_QB,78.90666961669922,0.0,22.333333333333332,97.9002685546875,1.0052354335784912,3,23,22.333333333333332,0.0,0.0,2.4213075060532687,0.0,0.0,6.462857382638114,15
JAELON DARDEN,2024,WR,1,1.6,1,0,6.0,0.0,1,0,0,0.0,0,0.0,CLE,Jaelon Darden,JAELON DARDEN_WR,3.200000047683716,1.5,0.5,-66.66667175292969,1.4142135381698608,2,4,2.0,0.0,0.0,0.0,1.0,6.0,1.600000023841858,1
JAHAN DOTSON,2024,WR,16,56.2,38,1,269.0,13.0,22,1,0,0.0,0,0.0,PHI,Jahan Dotson,JAHAN DOTSON_WR,103.86666870117188,60.666666666666664,1.0,-54.96794509887695,2.5099308490753174,3,45,61.666666666666664,0.0,0.0,0.0,0.5789473684210527,7.078947368421052,3.512500047683716,39
JAHEIM BELL,2024,TE,3,4.0,3,0,20.0,0.0,2,0,0,0.0,0,0.0,NE,Jaheim Bell,JAHEIM BELL_TE,4.0,3.0,0.0,0.0,0.0,1,3,3.0,0.0,0.0,0.0,0.6666666666666666,6.666666666666667,1.3333333333333333,3
JAHMYR GIBBS,2024,RB,18,390.4,74,264,567.0,1517.0,58,3,18,0.0,0,0.0,DET,Jahmyr Gibbs,JAHMYR GIBBS_RB,341.6499938964844,79.5,237.5,33.287811279296875,4.955549240112305,2,36,317.0,338.0,6.165680408477783,0.0,0.0,0.0,21.688888549804688,338
JAKE BOBO,2024,WR,11,29.7,17,0,107.0,0.0,13,1,0,0.0,0,0.0,SEA,Jake Bobo,JAKE BOBO_WR,43.30000305175781,21.0,0.5,-47.80316162109375,2.251303195953369,2,25,21.5,0.0,0.0,0.0,0.7647058823529411,6.294117647058823,2.7000000693581323,17
JAKE FERGUSON,2022,TE,12,52.8,23,0,208.0,0.0,20,2,0,0.0,0,0.0,DAL,Jake Ferguson,JAKE FERGUSON_TE,52.79999923706055,23.0,0.0,0.0,0.0,1,12,23.0,0.0,0.0,0.0,0.8695652173913043,9.043478260869565,4.399999936421712,23
JAKE FERGUSON,2024,WR,14,104.4,86,0,494.0,0.0,59,0,0,0.0,0,0.0,DAL,Jake Ferguson,JAKE FERGUSON_WR,159.39999389648438,100.0,0.0,-51.30596923828125,2.0493240356445312,2,32,100.0,0.0,0.0,0.0,0.686046511627907,5.744186046511628,7.4571429661342075,86
JAKE FUNK,2023,RB,1,3.2,1,2,12.0,10.0,1,0,0,0.0,0,0.0,IND,Jake Funk,JAKE FUNK_RB,3.200000047683716,1.0,2.0,0.0,0.0,1,1,3.0,3.0,7.333333492279053,0.0,0.0,0.0,3.200000047683716,3
JAKE HAENER,2024,QB,8,13.24,0,11,0.0,22.0,0,0,0,226.0,1,1.0,NO,Jake Haener,JAKE HAENER_QB,13.239999771118164,0.0,11.0,0.0,0.0,1,8,11.0,0.0,0.0,4.424778761061947,0.0,0.0,1.6549999713897705,11
JAKE KUMEROW,2022,WR,4,10.4,7,0,64.0,0.0,4,0,0,0.0,0,0.0,BUF,Jake Kumerow,JAKE KUMEROW_WR,10.399999618530273,7.0,0.0,0.0,0.0,1,4,7.0,0.0,0.0,0.0,0.5714285714285714,9.142857142857142,2.5999999046325684,7
JAKOB JOHNSON,2023,RB,1,2.2,2,0,12.0,0.0,1,0,0,0.0,0,0.0,LV,Jakob Johnson,JAKOB JOHNSON_RB,4.099999904632568,4.0,0.0,-63.33333206176758,1.5258619785308838,2,7,4.0,2.0,6.0,0.0,0.0,0.0,2.200000047683716,2
JAKOBI MEYERS,2024,WR,15,218.0,129,2,1027.0,23.0,87,4,0,0.0,0,0.0,LV,Jakobi Meyers,JAKOBI MEYERS_WR,201.14999389648438,112.5,2.0,18.285402297973633,8.441218376159668,2,29,114.5,0.0,0.0,0.0,0.6744186046511628,7.961240310077519,14.533333333333333,131
JAKOBI MEYERS,2023,QB,16,218.58,106,4,807.0,24.0,71,8,2,12.0,1,0.0,LV,Jakobi Meyers,JAKOBI MEYERS_QB,218.5800018310547,106.0,4.0,0.0,0.0,1,16,110.0,0.0,0.0,83.33333333333333,0.0,0.0,13.661250114440918,110
JALEEL MCLAUGHLIN,2024,RB,17,98.0,28,115,76.0,494.0,25,2,1,0.0,0,0.0,DEN,Jaleel McLaughlin,JALEEL MCLAUGHLIN_RB,102.0,32.0,95.5,-7.5471696853637695,18.03122329711914,2,34,127.5,143.0,3.986013889312744,0.0,0.0,0.0,5.764705882352941,143
JALEN BROOKS,2024,WR,12,35.7,30,0,177.0,0.0,12,1,0,0.0,0,0.0,DAL,Jalen Brooks,JALEN BROOKS_WR,24.05000114440918,18.0,0.0,187.90321350097656,1.4597355127334595,2,15,18.0,0.0,0.0,0.0,0.4,5.9,2.9750000635782876,30
JALEN CAMP,2022,WR,1,1.7,1,0,7.0,0.0,1,0,0,0.0,0,0.0,HOU,Jalen Camp,JALEN CAMP_WR,1.7000000476837158,1.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,7.0,1.7000000476837158,1
JALEN COKER,2024,WR,11,92.56,46,0,478.0,0.0,32,2,0,19.0,0,0.0,CAR,Jalen Coker,JALEN COKER_WR,92.55999755859375,46.0,0.0,0.0,0.0,1,11,46.0,0.0,0.0,0.0,0.6956521739130435,10.391304347826088,8.414545232599432,46
JALEN GUYTON,2023,WR,7,24.9,21,0,89.0,0.0,10,1,0,0.0,0,0.0,LAC,Jalen Guyton,JALEN GUYTON_WR,16.649999618530273,12.5,0.0,196.4285888671875,1.4270700216293335,2,9,12.5,0.0,0.0,0.0,0.47619047619047616,4.238095238095238,3.557142802647182,21
JALEN HURTS,2024,QB,19,411.56,0,184,0.0,824.0,0,0,19,3629.0,23,6.0,PHI,Jalen Hurts,JALEN HURTS_QB,413.4599914550781,0.0,180.66666666666666,10.837011337280273,9.588277816772461,3,55,180.66666666666666,0.0,0.0,6.337834114081014,0.0,0.0,21.66105250308388,184
JALEN MCMILLAN,2024,WR,14,141.5,62,4,502.0,43.0,39,8,0,0.0,0,0.0,TB,Jalen McMillan,JALEN MCMILLAN_WR,141.5,62.0,4.0,0.0,0.0,1,14,66.0,0.0,0.0,0.0,0.6290322580645161,8.096774193548388,10.107142857142858,66
JALEN NAILOR,2024,WR,16,111.3,47,3,447.0,-4.0,31,6,0,0.0,0,0.0,MIN,Jalen Nailor,JALEN NAILOR_WR,50.0333366394043,22.0,1.0,1786.4407958984375,0.9138675332069397,3,23,23.0,0.0,0.0,0.0,0.6595744680851063,9.51063829787234,6.956250190734863,50
JALEN REAGOR,2024,WR,7,14.7,12,3,100.0,-3.0,7,0,0,0.0,0,0.0,LAC,Jalen Reagor,JALEN REAGOR_WR,23.366666793823242,16.0,2.6666666666666665,-48.421051025390625,3.095714807510376,3,26,18.666666666666668,0.0,0.0,0.0,0.5833333333333334,8.333333333333334,2.0999999727521623,15
JALEN TOLBERT,2024,WR,17,152.0,79,0,610.0,0.0,49,7,0,0.0,0,0.0,DAL,Jalen Tolbert,JALEN TOLBERT_WR,72.0,40.0,0.0,150.0,0.9596213698387146,3,33,40.0,0.0,0.0,0.0,0.620253164556962,7.7215189873417724,8.941176470588236,79
JALEN VIRGIL,2022,WR,4,15.5,5,0,75.0,0.0,2,1,0,0.0,0,0.0,DEN,Jalen Virgil,JALEN VIRGIL_WR,15.5,5.0,0.0,0.0,0.0,1,4,5.0,0.0,0.0,0.0,0.4,15.0,3.875,5
JALIN HYATT,2024,WR,10,14.2,19,0,62.0,0.0,8,0,0,0.0,0,0.0,NYG,Jalin Hyatt,JALIN HYATT_WR,37.25,29.5,0.0,-76.4510726928711,1.14272141456604,2,23,29.5,0.0,0.0,0.0,0.42105263157894735,3.263157894736842,1.4199999809265136,19
JALYNN POLK,2024,WR,13,32.7,33,1,87.0,0.0,12,2,0,0.0,0,0.0,NE,Ja'Lynn Polk,JALYNN POLK_WR,32.70000076293945,33.0,1.0,0.0,0.0,1,13,34.0,0.0,0.0,0.0,0.36363636363636365,2.6363636363636362,2.5153846740722656,34
JAMAAL WILLIAMS,2024,RB,13,37.100002,11,48,57.0,164.0,9,0,1,0.0,0,0.0,NO,Jamaal Williams,JAMAAL WILLIAMS_RB,107.9333267211914,15.666666666666666,138.66666666666666,-38.98025894165039,1.0494544506072998,3,43,154.33333333333331,59.0,3.745762825012207,0.0,0.0,0.0,2.8538463299091044,59
JAMAL AGNEW,2023,WR,8,40.3,21,4,225.0,-2.0,14,1,0,0.0,0,0.0,JAX,Jamal Agnew,JAMAL AGNEW_WR,56.25,27.5,8.5,-44.182823181152344,2.493715286254883,2,24,36.0,0.0,0.0,0.0,0.6666666666666666,10.714285714285714,5.037499904632568,25
JAMARI THRASH,2024,WR,6,5.2,7,0,22.0,0.0,3,0,0,0.0,0,0.0,CLE,Jamari Thrash,JAMARI THRASH_WR,5.199999809265137,7.0,0.0,0.0,0.0,1,6,7.0,0.0,0.0,0.0,0.42857142857142855,3.142857142857143,0.8666666348775228,7
JAMARR CHASE,2024,WR,17,403.0,175,3,1708.0,32.0,127,17,0,0.0,0,0.0,CIN,Ja'Marr Chase,JAMARR CHASE_WR,320.8066711425781,160.66666666666666,4.0,53.39524841308594,4.383738994598389,3,48,164.66666666666666,0.0,0.0,0.0,0.7257142857142858,9.76,23.705882352941178,178
JAMEIS WINSTON,2024,QB,11,131.14,0,25,0.0,83.0,0,0,1,2121.0,13,12.0,CLE,Jameis Winston,JAMEIS WINSTON_QB,62.339996337890625,0.0,11.666666666666666,996.48828125,1.010565161705017,3,20,11.666666666666666,0.0,0.0,6.129184347006129,0.0,0.0,11.921818126331676,25
JAMES CONNER,2024,RB,16,253.8,55,236,414.0,1094.0,47,1,8,0.0,0,0.0,ARI,James Conner,JAMES CONNER_RB,218.5,48.666666666666664,209.0,25.955337524414062,7.145751953125,3,42,257.6666666666667,291.0,5.182130813598633,0.0,0.0,0.0,15.862500190734863,291
JAMES COOK,2024,RB,19,324.3,44,260,322.0,1281.0,38,2,19,0.0,0,0.0,BUF,James Cook,JAMES COOK_RB,232.8333282470703,46.333333333333336,213.0,26.039644241333008,2.19980788230896,3,56,259.3333333333333,304.0,5.273026466369629,0.0,0.0,0.0,17.06842041015625,304
JAMES MITCHELL,2023,TE,2,4.8,2,0,28.0,0.0,2,0,0,0.0,0,0.0,DET,James Mitchell,JAMES MITCHELL_TE,16.549999237060547,6.5,0.0,-83.03887176513672,0.995967447757721,2,10,6.5,0.0,0.0,0.0,1.0,14.0,2.4000000953674316,2
