player_id,name,position,recent_team,fantasy_points,fantasy_points_2024,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,receptions,targets,week,games_played,avg_fantasy_points,avg_points,projected_fantasy_points,projected_points,avg_ppr_all_years,std_ppr_all_years,total_games,seasons_played,consistency_score,team,age,years_exp,draft_number,injury_status,adp
00-0035628,D.Johnson,RB,JAX,23.9,35.9,0.0,0,143.0,0,96.0,0,12,19,12,12,1.9916666348775227,2.991666793823242,33.858332792917885,50.85833549499512,2.5366666,2.563064354183442,30,3,0.28065729400196954,JAX,28.0,5,,Healthy,999
00-0035567,C.Reynolds,RB,DET,17.9,20.9,0.0,0,139.0,0,40.0,0,3,5,7,7,2.557142802647182,2.9857142312186107,43.471427645002095,50.75714193071638,4.4700003,3.4180788533759654,20,3,0.22634272342963613,DET,28.0,5,,Healthy,999
00-0038640,J.Brooks,WR,DAL,23.699999,35.7,0.0,0,0.0,0,177.0,1,12,30,12,12,1.9749999046325684,2.9750000635782876,33.57499837875366,50.57500108083089,3.2066665,2.467638134913607,15,2,0.2883807251776328,DAL,24.0,1,244.0,Healthy,999
00-0036862,B.Skowronek,WR,PIT,6.9,11.9,0.0,0,0.0,0,69.0,0,5,5,4,4,1.725000023841858,2.9749999046325684,29.325000405311584,50.57499837875366,4.257143,4.45574366032548,28,3,0.18329306915060262,PIT,27.0,3,249.0,Healthy,999
00-0035298,S.Miller,WR,PIT,6.8999996,11.9,0.0,0,0.0,0,69.0,0,5,9,4,4,1.7249999046325684,2.9749999046325684,29.324998378753662,50.57499837875366,3.8875,3.4866593658672116,24,3,0.22288297783594127,PIT,27.0,5,208.0,Healthy,999
00-0039530,B.Spann-Ford,TE,DAL,8.8,17.8,0.0,0,0.0,0,88.0,0,9,14,6,6,1.4666666984558105,2.9666665395100913,24.93333387374878,50.433331171671554,2.9666665,3.2010414380910257,6,1,0.23803621429033203,DAL,24.0,0,,Healthy,999
00-0039359,C.Stover,TE,HOU,22.1,41.1,0.0,0,0.0,0,161.0,1,19,26,14,14,1.5785714558192663,2.9357141767229353,26.835714748927526,49.9071410042899,2.9357142,3.1225254953141173,14,1,0.2425697551504905,HOU,24.0,0,123.0,Healthy,999
00-0036590,Q.Morris,TE,BUF,9.599999,14.6,0.0,0,0.0,0,36.0,1,5,8,5,5,1.919999885559082,2.9200000762939453,32.639998054504396,49.64000129699707,3.2933335,2.9329328068033194,15,3,0.2542631794446542,BUF,25.0,3,,Healthy,999
00-0030578,C.Patterson,RB,PIT,25.5,37.5,0.0,0,135.0,0,80.0,1,12,14,13,13,1.9615384615384615,2.8846153846153846,33.34615384615385,49.03846153846154,6.0289474,6.32121719142065,38,3,0.13658930938039204,PIT,33.0,11,29.0,Healthy,999
00-0033948,J.Williams,RB,NO,28.1,37.100002,0.0,0,164.0,1,57.0,0,9,11,13,13,2.1615384908822866,2.8538463299091044,36.74615434499887,48.51538760845477,7.5302324,7.325121077901129,43,3,0.12011837313147077,NO,29.0,7,134.0,Healthy,999
00-0037276,T.Chandler,RB,MIN,22.4,28.4,0.0,0,182.0,0,42.0,0,6,6,10,10,2.2399999618530275,2.839999961853027,38.07999935150147,48.27999935150146,5.475,5.73981146656258,24,3,0.1483721028342084,MIN,26.0,2,169.0,Healthy,999
00-0039811,M.Lloyd,RB,GB,1.8,2.8,0.0,0,15.0,0,3.0,0,1,1,1,1,1.7999999523162842,2.799999952316284,30.59999918937683,47.59999918937683,2.8,,1,1,1.0,GB,23.0,0,88.0,Healthy,999
00-0034487,T.Sherfield,WR,MIN,15.1,25.1,0.0,0,0.0,0,91.0,1,10,12,9,9,1.677777820163303,2.788888931274414,28.52222294277615,47.41111183166504,3.7805552,3.8885045419771203,36,3,0.2045615364398449,MIN,28.0,6,,Healthy,999
00-0037617,H.Haskins,RB,LAC,30.3,33.3,0.0,0,94.0,2,49.0,1,3,4,12,12,2.5249999364217124,2.7749999364217124,42.92499891916911,47.17499891916911,3.1210525,3.6074889378606825,19,2,0.21703796004430845,LAC,24.0,2,131.0,Healthy,999
00-0033891,Z.Jones,WR,ARI,8.4,16.400002,0.0,0,0.0,0,84.0,0,8,11,6,6,1.3999999364217122,2.7333335876464844,23.799998919169106,46.466670989990234,9.918181,8.39242438030152,33,3,0.10646878372502772,ARI,29.0,7,37.0,Healthy,999
00-0033217,M.Alie-Cox,TE,IND,20.699999,32.7,0.0,0,0.0,0,147.0,1,12,22,12,12,1.7249999046325684,2.7250000635782876,29.324998378753662,46.32500108083089,3.4794872,4.966052109085133,39,3,0.16761502945594375,IND,30.0,7,,Healthy,999
00-0038752,J.Bobo,WR,SEA,16.7,29.7,0.0,0,0.0,0,107.0,1,13,17,11,11,1.5181818875399502,2.7000000693581323,25.809092088179153,45.90000117908825,3.464,3.734510332229875,25,2,0.21121508452364424,SEA,26.0,1,,Healthy,999
00-0037300,M.Woods,WR,CLE,6.5,13.5,0.0,0,0.0,0,65.0,0,7,17,5,5,1.3,2.7,22.1,45.900000000000006,2.0454545,1.9800826981051671,11,2,0.33556115762687805,CLE,24.0,2,202.0,Healthy,999
00-0039355,L.McCaffrey,WR,WAS,16.8,34.8,0.0,0,0.0,0,168.0,0,18,25,13,13,1.292307633620042,2.676923018235427,21.969229771540714,45.50769131000226,2.676923,2.096486726732856,13,1,0.32294664510159654,WAS,23.0,0,100.0,Healthy,999
00-0037429,R.Blackshear,RB,CAR,8.0,8.0,0.0,0,80.0,0,0.0,0,0,0,3,3,2.6666666666666665,2.6666666666666665,45.33333333333333,45.33333333333333,3.3380952,4.0048066213135165,21,3,0.19980791979881712,CAR,26.0,2,,Healthy,999
00-0031585,M.Pruitt,TE,PIT,10.0,16.0,0.0,0,0.0,0,40.0,1,6,10,6,6,1.6666666666666667,2.6666666666666665,28.333333333333336,45.33333333333333,3.88,3.396321430652048,25,3,0.2274628950075844,PIT,32.0,9,143.0,Healthy,999
00-0037004,H.Long,TE,LA,13.3,21.3,0.0,0,0.0,0,73.0,0,8,11,8,8,1.662500023841858,2.6624999046325684,28.262500405311584,45.26249837875366,2.3666666,1.922888449151534,9,2,0.34212732281667585,LA,26.0,3,81.0,Healthy,999
00-0039623,M.Tipton,WR,NO,9.9,23.9,0.0,0,0.0,0,99.0,0,14,26,9,9,1.0999999576144748,2.6555555131700306,18.69999927944607,45.14444372389052,2.6555555,3.177306682552939,9,1,0.2393886961128876,NO,23.0,0,,Healthy,999
00-0038583,D.Thompson-Robinson,QB,CLE,15.8,15.8,440.0,0,122.0,0,0.0,0,0,0,6,6,2.633333365122477,2.633333365122477,44.76666720708211,44.76666720708211,2.9153848,3.5319130970700314,13,2,0.22065736446855505,CLE,24.0,1,140.0,Healthy,999
00-0036510,K.Yeboah,TE,NYJ,10.7,15.700001,0.0,0,0.0,0,47.0,1,5,8,6,6,1.7833333015441895,2.616666793823242,30.31666612625122,44.48333549499512,2.5625,2.901200615980945,8,2,0.2563313447413042,NYJ,25.0,3,,Healthy,999
00-0039410,R.Flournoy,WR,DAL,8.2,18.2,0.0,0,0.0,0,102.0,0,10,14,7,7,1.1714285441807337,2.6000001089913503,19.914285251072474,44.20000185285296,2.6000001,2.479247186833103,7,1,0.28741849782458967,DAL,24.0,0,216.0,Healthy,999
00-0039074,D.Allen,TE,LA,11.200001,18.2,0.0,0,0.0,0,52.0,1,7,15,7,7,1.6000001089913505,2.6000001089913503,27.200001852852957,44.20000185285296,4.0416665,4.712547707264454,12,2,0.1750532426588462,LA,23.0,1,175.0,Healthy,999
00-0037252,G.Dulcich,TE,DEN,2.8000002,7.7999997,0.0,0,0.0,0,28.0,0,5,12,3,3,0.9333333969116211,2.5999999046325684,15.866667747497559,44.19999837875366,6.6266665,5.021591439188207,15,3,0.16606905501626223,NYG,24.0,2,80.0,Healthy,999
00-0039451,I.Williams,WR,DET,0.6,2.6,0.0,0,0.0,0,6.0,0,2,3,1,1,0.6000000238418579,2.5999999046325684,10.200000405311584,44.19999837875366,2.6,,1,1,1.0,CIN,23.0,0,,Healthy,999
00-0037085,T.Badie,RB,DEN,7.2000003,10.2,0.0,0,94.0,0,-2.0,0,3,3,4,4,1.8000000715255737,2.549999952316284,30.600001215934753,43.34999918937683,3.92,4.15836494018428,5,2,0.1938598783908987,DEN,25.0,2,196.0,Healthy,999
00-0036133,J.Proche,WR,CLE,2.1,5.1,0.0,0,0.0,0,21.0,0,3,3,2,2,1.0499999523162842,2.549999952316284,17.84999918937683,43.34999918937683,1.5727272,1.9854928296874654,11,3,0.33495307376259364,CLE,27.0,4,201.0,Healthy,999
00-0039613,D.Holker,TE,NO,2.1,5.1,0.0,0,0.0,0,21.0,0,3,4,2,2,1.0499999523162842,2.549999952316284,17.84999918937683,43.34999918937683,2.55,0.7778173918702447,2,1,0.5624874661328466,NO,24.0,0,,Healthy,999
00-0037569,P.Hendershot,TE,KC,5.1,10.1,0.0,0,0.0,0,51.0,0,5,5,4,4,1.274999976158142,2.5250000953674316,21.674999594688416,42.92500162124634,2.8700001,2.898838244481728,20,3,0.25648666020329597,KC,25.0,2,,Healthy,999
00-0039907,J.Polk,WR,NE,20.699999,32.7,0.0,0,0.0,0,87.0,2,12,33,13,13,1.592307604276217,2.5153846740722656,27.06922927269569,42.761539459228516,2.5153847,3.079731030157711,13,1,0.24511419811941443,NE,23.0,0,37.0,Healthy,999
00-0039344,J.Brooks,RB,CAR,4.4999995,7.4999995,0.0,0,22.0,0,23.0,0,3,3,3,3,1.4999998410542805,2.4999998410542807,25.499997297922768,42.499997297922775,2.4999998,4.014971932174133,3,1,0.19940291062934656,CAR,21.0,0,46.0,Healthy,999
00-0036620,D.Eskridge,WR,MIA,4.4,7.4,0.0,0,0.0,0,44.0,0,3,3,3,3,1.4666666984558105,2.4666666984558105,24.93333387374878,41.93333387374878,1.55,1.9453099577271098,14,3,0.339522839481281,MIA,27.0,3,56.0,Healthy,999
00-0036268,L.Shenault,WR,SEA,9.7,14.7,0.0,0,1.0,0,36.0,0,5,5,6,6,1.6166666348775227,2.449999968210856,27.483332792917885,41.64999945958455,4.0333333,4.132702565245592,27,3,0.19482913480535016,LAC,25.0,4,42.0,Healthy,999
00-0038710,B.Whiteheart,TE,CLE,11.1,17.1,0.0,0,0.0,0,51.0,1,6,9,7,7,1.585714340209961,2.442857197352818,26.957143783569336,41.528572354997905,2.4428573,3.7411483559999823,7,1,0.2109193648695864,CLE,24.0,1,,Healthy,999
00-0036898,D.Mills,QB,HOU,9.58,9.58,212.0,0,11.0,0,0.0,0,0,0,4,4,2.3949999809265137,2.3949999809265137,40.71499967575073,40.71499967575073,8.3504,6.905766117412887,25,3,0.12648995494534612,HOU,25.0,3,67.0,Healthy,999
00-0039738,B.Corum,RB,LA,26.5,33.5,0.0,0,207.0,0,58.0,0,7,8,14,14,1.8928571428571428,2.392857142857143,32.17857142857143,40.67857142857143,2.392857,1.6107639333336616,14,1,0.38302965167865977,LA,23.0,0,83.0,Healthy,999
00-0036497,T.Jones,WR,JAX,4.1,7.1,0.0,0,0.0,0,41.0,0,3,5,3,3,1.3666666348775227,2.366666634877523,23.233332792917885,40.23333279291789,2.0249999,1.7225949140428904,16,3,0.3672966532193583,JAX,26.0,3,,Healthy,999
00-0032950,C.Wentz,QB,KC,4.7200003,4.7200003,118.0,0,0.0,0,0.0,0,0,0,2,2,2.3600001335144043,2.3600001335144043,40.12000226974487,40.12000226974487,13.058182,10.519496140696257,11,3,0.08680935240450181,KC,31.0,8,2.0,Healthy,999
00-0038622,D.Vaughn,RB,DAL,8.8,11.8,0.0,0,70.0,0,18.0,0,3,5,5,5,1.7600000381469727,2.3600000381469726,29.920000648498537,40.12000064849853,2.4363635,1.5364066310104914,11,2,0.3942585497821401,DAL,22.0,1,212.0,Healthy,999
00-0037292,A.Ogletree,TE,IND,16.9,25.9,0.0,0,0.0,0,109.0,1,9,14,11,11,1.5363636016845703,2.3545454198663887,26.118181228637695,40.02727213772861,2.9333334,3.7003153500329726,21,2,0.21275168271273223,IND,26.0,2,192.0,Healthy,999
00-0038496,X.Gipson,WR,NYJ,10.4,16.4,0.0,0,5.0,0,39.0,1,6,10,7,7,1.4857142312186105,2.3428570883614674,25.25714193071638,39.82857050214495,3.7666667,3.2143947367414873,21,2,0.2372819971707696,NYJ,23.0,1,,Healthy,999
00-0038618,X.Hutchinson,WR,HOU,20.3,37.3,0.0,0,0.0,0,203.0,0,17,33,16,16,1.2687499523162842,2.331249952316284,21.56874918937683,39.63124918937683,2.2103448,1.9875226304072755,29,2,0.3347254979165378,HOU,24.0,1,205.0,Healthy,999
00-0039062,J.Mingo,WR,CAR,15.200001,32.2,0.0,0,5.0,0,167.0,0,17,42,14,14,1.085714340209961,2.3000000544956754,18.457143783569336,39.10000092642648,4.034483,3.410412144017863,29,2,0.2267361796008944,DAL,23.0,1,39.0,Healthy,999
00-0036876,K.Granson,TE,IND,18.2,32.2,0.0,0,0.0,0,182.0,0,14,31,14,14,1.3000000544956751,2.3000000544956754,22.10000092642648,39.10000092642648,3.9619045,3.413670650992576,42,3,0.22656878572829472,IND,26.0,3,127.0,Healthy,999
00-0037348,T.Conner,WR,MIA,1.6,4.6,0.0,0,0.0,0,16.0,0,3,4,2,2,0.800000011920929,2.299999952316284,13.600000202655792,39.09999918937683,1.15,1.6502525056907518,4,2,0.3773225373253119,MIA,26.0,2,,Healthy,999
00-0035976,D.Chisena,WR,CAR,3.6999998,6.7,0.0,0,0.0,0,37.0,0,3,4,3,3,1.2333332697550456,2.2333332697550454,20.966665585835777,37.96666558583577,2.2333333,0.9291572999410838,3,1,0.5183610481273558,CAR,27.0,4,,Healthy,999
00-0037805,J.Ruckert,TE,NYJ,10.5,28.5,0.0,0,0.0,0,105.0,0,18,28,13,13,0.8076923076923077,2.1923076923076925,13.730769230769232,37.269230769230774,2.456,1.7521605497877155,25,3,0.3633508953818605,NYJ,24.0,2,101.0,Healthy,999
00-0034830,H.Hurst,TE,LAC,7.3,15.3,0.0,0,0.0,0,73.0,0,8,13,7,7,1.0428571701049805,2.1857143129621233,17.728571891784668,37.1571433203561,6.06875,4.705551731432385,32,3,0.17526788767699927,LAC,31.0,6,25.0,Healthy,999
00-0038104,T.Thornton,WR,NE,4.7,8.7,0.0,0,0.0,0,47.0,0,4,8,4,4,1.1749999523162842,2.174999952316284,19.97499918937683,36.97499918937683,4.088,4.641777560239179,25,3,0.17724910089464885,KC,24.0,2,50.0,Healthy,999
00-0035021,A.Dulin,WR,IND,17.199999,19.199999,0.0,0,45.0,0,67.0,1,2,8,9,9,1.9111109839545355,2.133333206176758,32.488886727227104,36.26666450500488,3.85625,4.316475109335893,16,2,0.18809455126460942,IND,27.0,5,,Healthy,999
00-0036096,J.Taylor,RB,HOU,4.3999996,6.3999996,0.0,0,44.0,0,0.0,0,2,3,3,3,1.466666539510091,2.133333206176758,24.933331171671547,36.26666450500488,2.275,0.36855577644924775,4,2,0.7306972921443692,HOU,26.0,4,,Healthy,999
00-0032434,B.Allen,QB,SF,6.3599997,6.3599997,199.0,1,4.0,0,0.0,0,0,0,3,3,2.119999885559082,2.119999885559082,36.039998054504395,36.039998054504395,1.7850001,4.59873535414489,4,2,0.17861176439777135,SF,31.0,8,201.0,Healthy,999
00-0036387,J.Reagor,WR,LAC,7.7,14.7,0.0,0,-3.0,0,100.0,0,7,12,7,7,1.0999999727521623,2.0999999727521623,18.69999953678676,35.69999953678676,2.6961539,2.800354324057078,26,3,0.2631333593475167,LAC,25.0,4,21.0,Healthy,999
00-0033292,T.Taylor,WR,SF,1.1,2.1,0.0,0,0.0,0,11.0,0,1,1,1,1,1.100000023841858,2.0999999046325684,18.700000405311584,35.69999837875366,1.56,1.9236539033872786,10,3,0.3420377490103814,SF,30.0,7,177.0,Healthy,999
00-0036670,J.Jefferson,RB,DET,3.1999998,4.2,0.0,0,22.0,0,10.0,0,1,1,2,2,1.5999999046325684,2.0999999046325684,27.199998378753662,35.69999837875366,2.1,1.6970562579889747,2,1,0.37077461659833416,DET,24.0,3,257.0,Healthy,999
00-0037091,B.Melton,WR,GB,16.1,25.1,0.0,0,54.0,0,107.0,0,9,20,12,12,1.3416666984558105,2.0916666984558105,22.80833387374878,35.55833387374878,4.5333333,5.660076934942092,18,2,0.15014841566671705,GB,25.0,2,229.0,Healthy,999
00-0038359,X.Smith,WR,LA,4.2,6.2,0.0,0,36.0,0,6.0,0,2,2,3,3,1.3999999364217122,2.066666603088379,23.799998919169106,35.13333225250244,2.0666666,1.2858200680898741,3,1,0.4374797535291749,LA,26.0,1,,Healthy,999
00-0039874,J.Wright,RB,MIA,23.7,26.7,0.0,0,249.0,0,8.0,0,3,6,13,13,1.8230769817645733,2.053846212533804,30.992308689997746,34.91538561307467,2.0538461,2.313228487909112,13,1,0.30182041584191277,MIA,21.0,0,120.0,Healthy,999
00-0038809,B.Sims,TE,GB,4.2,8.200001,0.0,0,0.0,0,42.0,0,4,5,4,4,1.0499999523162842,2.0500001907348633,17.84999918937683,34.850003242492676,1.9727273,2.343540451410843,11,2,0.2990841637875322,GB,24.0,1,,Healthy,999
00-0039364,S.Vaki,RB,DET,5.1,8.1,0.0,0,14.0,0,37.0,0,3,3,4,4,1.274999976158142,2.0250000953674316,21.674999594688416,34.42500162124634,2.025,1.6276260952705732,4,1,0.38057165050989783,DET,23.0,0,132.0,Healthy,999
00-0034646,B.Powell,WR,MIN,7.1,14.1,0.0,0,0.0,0,71.0,0,7,10,7,7,1.0142857006617956,2.0142857687813893,17.242856911250524,34.24285806928362,3.6333334,3.473820393985178,36,3,0.2235226075111215,MIN,28.0,6,,Healthy,999
00-0033893,D.Cook,RB,DAL,3.0,4.0,0.0,0,20.0,0,10.0,0,1,1,2,2,1.5,2.0,25.5,34.0,8.494286,7.7646614648175465,35,3,0.11409453793670478,DAL,29.0,7,41.0,Healthy,999
00-0038720,J.Hill,TE,MIA,10.0,22.0,0.0,0,0.0,0,100.0,0,12,19,11,11,0.9090909090909091,2.0,15.454545454545453,34.0,1.8117647,1.671033536563004,17,2,0.3743869128976816,MIA,24.0,1,,Healthy,999
00-0039325,C.Steele,RB,KC,16.9,23.9,0.0,0,183.0,0,26.0,0,7,11,12,12,1.4083333015441895,1.9916666348775227,23.94166612625122,33.858332792917885,1.9916667,2.423917952456014,12,1,0.2920630733229717,KC,21.0,0,,Healthy,999
00-0039631,C.Grandy,TE,CIN,2.8,7.8,0.0,0,0.0,0,28.0,0,5,5,4,4,0.699999988079071,1.9500000476837158,11.899999797344208,33.15000081062317,1.95,0.9183318386711892,4,1,0.5212862445595913,CIN,24.0,0,,Healthy,999
00-0032128,C.Conley,WR,SF,7.6,13.599999,0.0,0,0.0,0,76.0,0,6,12,7,7,1.085714272090367,1.94285706111363,18.45714262553624,33.02857003893171,2.6857142,3.4542853258017785,14,3,0.22450290604587578,SF,31.0,9,76.0,Healthy,999
00-0039737,T.Reiman,TE,ARI,3.7,9.7,0.0,0,0.0,0,37.0,0,6,7,5,5,0.7400000095367432,1.9399999618530273,12.580000162124634,32.97999935150146,1.9399999,0.680441027491561,5,1,0.5950818765075776,ARI,22.0,0,82.0,Healthy,999
00-0038396,E.Gray,RB,NYG,9.3,19.3,0.0,0,31.0,0,82.0,0,10,11,10,10,0.9300000190734863,1.9299999237060548,15.810000324249266,32.80999870300293,2.1533332,1.700784135313675,15,2,0.3702628384566758,NYG,24.0,1,172.0,Healthy,999
00-0036331,D.Duvernay,WR,JAX,8.2,19.2,0.0,0,3.0,0,79.0,0,11,16,10,10,0.8199999809265137,1.9200000762939453,13.939999675750734,32.64000129699707,4.7533336,5.513477692818692,30,3,0.15352781527179105,JAX,26.0,4,92.0,Healthy,999
00-0037594,J.Chestnut,RB,TEN,11.3,13.3,0.0,0,102.0,0,11.0,0,2,3,7,7,1.6142857415335519,1.9000000272478377,27.442857606070383,32.30000046321324,2.16,1.22673910457288,10,2,0.4490871867056083,TEN,23.0,2,,Healthy,999
00-0037382,B.Johnson,WR,PIT,0.9,1.9,0.0,0,0.0,0,9.0,0,1,1,1,1,0.8999999761581421,1.899999976158142,15.299999594688416,32.299999594688416,6.1,6.199654424832575,15,3,0.1388955553965015,PIT,26.0,2,,Healthy,999
00-0037422,K.Pryor,WR,CIN,0.9,1.9,0.0,0,0.0,0,9.0,0,1,1,1,1,0.8999999761581421,1.899999976158142,15.299999594688416,32.299999594688416,1.9,,1,1,1.0,CIN,26.0,2,,Healthy,999
00-0039703,C.Schrader,RB,LA,0.9,1.9,0.0,0,3.0,0,6.0,0,1,1,1,1,0.8999999761581421,1.899999976158142,15.299999594688416,32.299999594688416,1.9,,1,1,1.0,LA,24.0,0,,Healthy,999
00-0036887,L.Farrell,TE,JAX,6.7000003,18.699999,0.0,0,0.0,0,67.0,0,12,17,10,10,0.6700000286102294,1.869999885559082,11.3900004863739,31.789998054504395,2.4,1.7417337181660026,23,3,0.3647327212611,JAX,26.0,3,145.0,Healthy,999
00-0036176,M.Kinsey,WR,TEN,1.7,3.6999998,0.0,0,0.0,0,17.0,0,2,2,2,2,0.8500000238418579,1.8499999046325684,14.450000405311584,31.449998378753662,1.65,0.33166245028118135,4,3,0.7509410510064689,TEN,26.0,4,,Healthy,999
00-0031235,O.Beckham,WR,MIA,5.5,14.5,0.0,0,0.0,0,55.0,0,9,19,8,8,0.6875,1.8125,11.6875,30.8125,5.3916664,5.237483489209878,24,2,0.16032106565570617,MIA,31.0,10,12.0,Healthy,999
00-0032141,G.Swaim,TE,CLE,0.7,1.7,0.0,0,0.0,0,7.0,0,1,1,1,1,0.699999988079071,1.7000000476837158,11.899999797344208,28.90000081062317,2.3631577,2.544102152524217,19,3,0.2821589099196167,CLE,30.0,9,246.0,Healthy,999
00-0038920,J.Shenker,TE,LV,0.7,1.7,0.0,0,0.0,0,7.0,0,1,1,1,1,0.699999988079071,1.7000000476837158,11.899999797344208,28.90000081062317,1.7,,1,1,1.0,LV,25.0,1,,Healthy,999
00-0039824,J.Wiley,TE,KC,0.7,1.7,0.0,0,0.0,0,7.0,0,1,1,1,1,0.699999988079071,1.7000000476837158,11.899999797344208,28.90000081062317,1.7,,1,1,1.0,KC,23.0,0,131.0,Healthy,999
00-0037487,D.Thompkins,WR,CAR,2.6999998,6.7000003,0.0,0,7.0,0,20.0,0,4,4,4,4,0.6749999523162842,1.6750000715255737,11.474999189376831,28.475001215934753,2.74,3.532912979490802,20,3,0.22060869125979418,CAR,24.0,2,,Healthy,999
00-0037654,T.Fisk,TE,LAC,5.4,13.4,0.0,0,0.0,0,54.0,0,8,9,8,8,0.675000011920929,1.6749999523162842,11.475000202655792,28.47499918937683,1.7,0.4527692496664168,9,2,0.6883405607804672,LAC,25.0,2,,Healthy,999
00-0033869,M.Trubisky,QB,BUF,14.96,14.96,179.0,2,-2.0,0,0.0,0,0,0,9,9,1.6622222264607747,1.6622222264607747,28.257777849833168,28.257777849833168,6.5485716,6.429306576082438,21,3,0.13460206410371503,BUF,30.0,7,2.0,Healthy,999
00-0038998,J.Haener,QB,NO,13.24,13.24,226.0,1,22.0,0,0.0,0,0,0,8,8,1.6549999713897705,1.6549999713897705,28.1349995136261,28.1349995136261,1.655,2.5877900340732864,8,1,0.27872311102461056,NO,25.0,1,127.0,Healthy,999
00-0039757,T.Jennings,RB,NE,3.3,3.3,0.0,0,33.0,0,0.0,0,0,1,2,2,1.649999976158142,1.649999976158142,28.049999594688416,28.049999594688416,1.65,0.4949747805480621,2,1,0.6689076050054817,NE,23.0,0,,Healthy,999
00-0039144,L.Musgrave,TE,GB,4.5,11.5,0.0,0,0.0,0,45.0,0,7,10,7,7,0.6428571428571429,1.6428571428571428,10.928571428571429,27.928571428571427,5.2650003,4.4115010778014465,20,2,0.18479161061283098,GB,23.0,1,42.0,Healthy,999
00-0033460,J.Ross,WR,PHI,0.6,1.6,0.0,0,0.0,0,6.0,0,1,2,1,1,0.6000000238418579,1.600000023841858,10.200000405311584,27.200000405311584,1.6,,1,1,1.0,PHI,28.0,7,9.0,Healthy,999
00-0039393,J.McClellan,RB,ATL,3.2,3.2,0.0,0,32.0,0,0.0,0,0,0,2,2,1.600000023841858,1.600000023841858,27.200000405311584,27.200000405311584,1.6,0.1414213899547883,2,1,0.876100631020775,ATL,22.0,0,186.0,Healthy,999
00-0036877,J.Darden,WR,CLE,0.6,1.6,0.0,0,0.0,0,6.0,0,1,1,1,1,0.6000000238418579,1.600000023841858,10.200000405311584,27.200000405311584,1.6,1.3928388238669842,4,2,0.41791364718160773,SEA,25.0,3,129.0,Healthy,999
00-0036165,I.Hodgins,WR,NYG,1.2,3.2,0.0,0,0.0,0,12.0,0,2,2,2,2,0.6000000238418579,1.600000023841858,10.200000405311584,27.200000405311584,7.007407,6.799882636318859,27,3,0.12820705728874252,NYG,25.0,4,207.0,Healthy,999
00-0035594,T.Homer,RB,CHI,3.4,6.3999996,0.0,0,23.0,0,11.0,0,3,3,4,4,0.8500000238418579,1.5999999046325684,14.450000405311584,27.199998378753662,3.8076923,3.918431148304805,13,3,0.20331686463572063,CHI,26.0,5,204.0,Healthy,999
00-0036628,J.Bates,TE,WAS,9.5,20.5,0.0,0,0.0,0,115.0,0,11,18,13,13,0.7307692307692307,1.5769230769230769,12.423076923076922,26.807692307692307,2.3722222,2.5962182164555827,36,3,0.2780698889250374,WAS,26.0,3,124.0,Healthy,999
00-0033439,P.Brown,TE,SEA,4.5,12.5,0.0,0,0.0,0,65.0,0,8,12,8,8,0.5625,1.5625,9.5625,26.5625,3.0833333,3.292899758590768,24,3,0.23294277906183175,SEA,30.0,7,,Healthy,999
00-0038507,G.DuBose,WR,MIA,1.0999999,3.1,0.0,0,0.0,0,11.0,0,2,4,2,2,0.5499999523162842,1.5499999523162842,9.349999189376831,26.34999918937683,1.55,1.0606601296329727,2,1,0.4852813841640696,MIA,23.0,1,256.0,Healthy,999
00-0034115,J.Wilson,RB,MIA,7.6,10.599999,0.0,0,57.0,0,19.0,0,3,3,7,7,1.085714272090367,1.5142856325422014,18.45714262553624,25.742855753217423,6.547059,5.882755288545796,34,3,0.1452906515017596,MIA,28.0,6,,Healthy,999
00-0037742,T.Burks,WR,TEN,3.5,7.5,0.0,0,1.0,0,34.0,0,4,8,5,5,0.7,1.5,11.899999999999999,25.5,5.42,4.536518567521535,25,3,0.18061891923676104,TEN,24.0,2,18.0,Healthy,999
00-0036741,J.Stoll,TE,PHI,1.0,3.0,0.0,0,0.0,0,10.0,0,2,3,2,2,0.5,1.5,8.5,25.5,2.152941,1.5305708072687612,17,3,0.3951677610156649,MIA,26.0,3,,Healthy,999
00-0032688,R.Chosen,WR,MIA,0.5,1.5,0.0,0,0.0,0,5.0,0,1,4,1,1,0.5,1.5,8.5,25.5,4.238889,5.574431158798195,18,3,0.15210441418369036,MIA,31.0,8,,Healthy,999
00-0038941,T.Scott,WR,CHI,0.5,1.5,0.0,0,0.0,0,5.0,0,1,1,1,1,0.5,1.5,8.5,25.5,2.6714287,2.1391689925484214,14,2,0.3185556439853166,CHI,22.0,1,133.0,Healthy,999
00-0034073,R.Dwelley,TE,ATL,0.5,1.5,0.0,0,0.0,0,5.0,0,1,1,1,1,0.5,1.5,8.5,25.5,3.3142858,3.9751011262353364,7,3,0.2010009394033566,ATL,29.0,6,,Healthy,999
00-0039236,J.Wilson,WR,PHI,9.8,14.8,0.0,0,0.0,0,38.0,1,5,16,10,10,0.9800000190734863,1.4800000190734863,16.660000324249268,25.160000324249268,1.48,2.730811859902422,10,1,0.2680381744112271,PHI,23.0,0,185.0,Healthy,999
00-0036332,J.Deguara,TE,JAX,1.4000001,4.4,0.0,0,0.0,0,14.0,0,3,3,3,3,0.46666669845581055,1.4666666984558105,7.933333873748779,24.93333387374878,2.70625,2.5029233833954985,16,3,0.28547584133303744,JAX,27.0,4,94.0,Healthy,999
