player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,data_year
00-0035676,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,22,146.0,1,0.0,0.0,290.0,51.0,8.0,5.198656605032738,0,1.3646652864044169,0.8186274509803921,1.225935791238629,2.0860962303376285,0.0,20.6,33.6,3,0.2528735632183908,0.3666245259165613,0.2048192771084337,0.6726099655608353,0.2521588946459412,0.3333333333333333,0.32,0.3214285714285714,0.2927461139896373,0.2683937823834197,1.6781609195402298,0.1190813722710519,2022
00-0035689,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,12,85.0,1,0.0,0.0,109.0,23.0,6.0,1.8422276194036848,0,1.4545454545454546,0.3101351351351351,0.2570343542652902,0.6451267506884057,0.0,14.5,22.5,2,0.1481481481481481,0.1101010101010101,0.1270718232044199,0.3103030303030303,0.137987012987013,0.3333333333333333,0.2,0.2121212121212121,0.2356601731601731,0.177056277056277,1.0493827160493827,0.1213985108449336,2022
00-0035710,2022,POST,39,62,436.0,2,1.0,8.0,38.0,1,0,415.0,233.0,23.0,-0.8918564021480684,0,2.119551073519844,0.1644664995977715,23,102.0,0,0.0,0.0,9.0,9.667339208128396,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.64,33.64,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2076030609725993,2022
00-0035719,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,34.0,0,1.0,1.0,1.0,-8.347689274232835,0,13,22,211.0,1,0.0,0.0,166.0,155.0,7.0,7.111969478522061,0,3.486361251967127,1.0025641025641026,1.2064366634787862,2.348351818281304,0.0,28.5,41.5,3,0.2857142857142857,0.224021592442645,0.4640718562874251,0.6077887025255446,0.328149300155521,0.3333333333333333,0.2333333333333333,0.2424242424242424,0.3307413167444272,0.3291861067910834,2.74025974025974,0.1873420007222824,2022
00-0035771,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,19.0,0,0.0,0.0,11.0,18.0,1.0,-0.0334734278731048,0,0.8181818181818182,0.116554054054054,0.0544554455445544,0.2129498929622692,0.0,1.9,3.9,2,0.0519480519480519,0.019927536231884,0.0700389105058365,0.0938641069075851,0.037109375,0.0,0.04,0.0357142857142857,0.0185546875,0.0296875,0.2467532467532467,0.0213138047874084,2022
00-0035806,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,36.0,0,0.0,0.0,1.0,1.314747941796668,0,1,2,7.0,0,0.0,0.0,3.0,13.0,1.0,-0.8122375895618461,0,2.333333333333333,0.0526315789473684,0.0099009900990099,0.0858780614903595,0.0,4.3,5.3,1,0.0512820512820512,0.0099009900990099,0.1083333333333333,0.0848438690022848,0.032258064516129,0.0,0.0909090909090909,0.0833333333333333,0.0161290322580645,0.0258064516129032,0.1794871794871795,0.0656102995791037,2022
00-0035993,2022,POST,17,29,226.0,2,1.0,2.0,17.0,0,0,191.0,126.0,11.0,3.425004780988383,0,1.1832460732984291,0.0694105596966906,9,54.0,0,1.0,1.0,3.0,-8.494047214859165,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.44,18.44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2300973296730721,2022
00-0036020,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,3.0,0,0.0,0.0,0.0,-3.06256821739953,0,3,5,45.0,0,0.0,0.0,16.0,32.0,2.0,3.110939230563668,0,2.8125,0.119047619047619,0.0333333333333333,0.2019047619047618,0.0,4.800000000000001,7.800000000000001,1,0.1111111111111111,0.0321931589537223,0.3018867924528302,0.1924211938296445,0.2045454545454545,0.0,0.1666666666666666,0.1538461538461538,0.1022727272727272,0.1636363636363636,1.0,0.1130434782608695,2022
00-0036145,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,20.0,0,0.0,0.0,23.0,2.0,1.0,-0.0449723771783014,0,1.5666666666666669,0.099067599067599,0.1185829096276857,0.2316094353407786,0.0,2.0,4.0,2,0.0483870967741935,0.0554216867469879,0.0085836909871244,0.1169179945588806,0.0458715596330275,0.0,0.0434782608695652,0.04,0.0229357798165137,0.036697247706422,0.3225806451612903,0.0246852628980498,2022
00-0036158,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,13,62.0,0,0.0,0.0,3.0,-0.7594846017891541,0,4,5,43.0,1,0.0,0.0,6.0,39.0,3.0,4.415074426971842,0,7.166666666666667,0.1785714285714285,0.0365853658536585,0.2934668989547038,0.0,16.5,20.5,1,0.1724137931034483,0.031413612565445,0.3095238095238095,0.2837515797075284,0.1902654867256637,0.5,0.2727272727272727,0.3076923076923077,0.3451327433628318,0.252212389380531,1.4827586206896552,0.2558023458946843,2022
00-0036165,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,11,108.0,1,0.0,0.0,94.0,35.0,4.0,5.715209946152754,0,1.5578947368421052,0.3496503496503496,0.5066152752719917,0.8791062171659186,0.0,16.8,25.8,2,0.1774193548387097,0.2265060240963855,0.1502145922746781,0.4473338515351729,0.2477064220183486,0.5,0.1739130434782608,0.2,0.3738532110091743,0.2981651376146789,1.7419354838709675,0.1592199456924216,2022
00-0036196,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,13,147.0,1,0.0,0.0,270.0,7.0,7.0,2.87763409348554,0,1.009479271991911,0.3432432432432433,0.5529097511359532,0.901901690660032,0.0,20.700000000000003,28.700000000000003,2,0.1604938271604938,0.2727272727272727,0.0386740331491712,0.4589225589225589,0.2386363636363636,0.3333333333333333,0.2333333333333333,0.2424242424242424,0.2859848484848485,0.2575757575757575,1.8148148148148149,0.1548505449444264,2022
00-0036244,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,6,14.0,0,0.0,0.0,35.0,5.0,0.0,-2.882182872795965,0,0.4,0.1764705882352941,0.1083591331269349,0.3405572755417956,0.0,1.4,4.4,1,0.1714285714285714,0.107361963190184,0.0649350649350649,0.3430324276950043,0.0553359683794466,0.0,0.0,0.0,0.0276679841897233,0.0442687747035573,0.4,0.0474035768153415,2022
00-0036259,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,7,67.0,0,0.0,0.0,107.0,15.0,4.0,5.258512291339626,0,1.9051186017478152,0.2621082621082621,0.362205061592703,0.6467059362772853,0.0,6.700000000000001,10.7,2,0.1186440677966101,0.1709265175718849,0.0559701492537313,0.3147073157524233,0.1227106227106227,0.0,0.1538461538461538,0.1379310344827586,0.0613553113553113,0.0981684981684981,1.1355932203389831,0.0566617242109722,2022
00-0036261,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,10,109.0,0,0.0,0.0,185.0,24.0,6.0,6.071176680146368,0,2.474560733384263,0.4056980056980057,0.7919503642272245,1.1629122635060658,0.0,10.9,16.9,3,0.1298701298701298,0.2496626180836707,0.0718562874251497,0.3945352892721313,0.1695178849144634,0.0,0.2,0.1818181818181818,0.0847589424572317,0.1356143079315707,1.4155844155844155,0.0762910798122065,2022
00-0036271,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,8.0,0,0.0,0.0,68.0,7.0,0.0,-1.9438310193363575,0,0.2285714285714285,0.1004901960784313,0.2436717176140842,0.321305496447506,0.0,0.8,1.8,2,0.0476190476190476,0.1051004636785162,0.0432098765432098,0.1555089423713844,0.0188235294117647,0.0,0.0,0.0,0.0094117647058823,0.0150588235294117,0.1269841269841269,0.0100111234705228,2022
00-0036322,2022,POST,1,1,-2.0,0,0.0,0.0,0.0,0,0,-6.0,4.0,0.0,-2.3801986994221807,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,9,47.0,0,0.0,0.0,99.0,7.0,3.0,0.58880978502566,0,0.4747474747474747,0.2307692307692307,0.4008097165991903,0.6267206477732794,0.0,4.62,11.62,1,0.225,0.3778625954198473,0.0534351145038167,0.6397900763358779,0.1734317343173431,0.0,0.1875,0.1666666666666666,0.0867158671586715,0.1387453874538745,1.175,0.1138769110152881,2022
00-0036345,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,20.0,1,0.0,0.0,30.0,4.0,1.0,0.6797989271581173,0,0.6666666666666666,0.0769230769230769,0.1214574898785425,0.2004048582995951,0.0,8.0,10.0,1,0.075,0.1145038167938931,0.0305343511450381,0.2041030534351144,0.07380073800738,0.5,0.0625,0.1111111111111111,0.28690036900369,0.159040590405904,0.5,0.098000784006272,2022
00-0036355,2022,POST,25,43,273.0,1,0.0,3.0,20.0,0,0,239.0,150.0,13.0,7.645669385090526,0,1.1422594142259417,0.0529562232353708,3,12.0,0,1.0,0.0,1.0,-0.0914191205520182,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.12,16.12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1753698868581375,2022
00-0036358,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,6.0,0,0.0,0.0,1.0,1.3240000465302728,0,14,19,185.0,1,0.0,0.0,164.0,58.0,8.0,6.943012527391607,0,2.405146406388642,0.5388513513513513,0.5709442037953796,1.2079379696837929,0.0,25.1,39.1,2,0.2714285714285714,0.287215411558669,0.2815533980582524,0.6369151863897924,0.3620352250489236,0.2,0.32,0.3,0.2810176125244618,0.3296281800391389,2.642857142857143,0.2037094925497551,2022
00-0036370,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,20.0,0,0.0,0.0,0.0,-1.666861970210448,0,1,1,8.0,0,0.0,0.0,4.0,4.0,0.0,0.011926888488233,0,2.0,0.0238095238095238,0.017094017094017,0.0476800976800976,0.0,2.8000000000000003,3.8,1,0.0232558139534883,0.0167364016736401,0.0266666666666666,0.0482728422691446,0.0293040293040293,0.0,0.0,0.0,0.0146520146520146,0.0234432234432234,0.1860465116279069,0.0413402959094865,2022
00-0036389,2022,POST,58,87,579.0,3,0.0,4.0,8.0,1,0,791.0,249.0,25.0,18.126640159880488,0,2.3198620788004725,0.4240055427489294,35,143.0,5,1.0,1.0,17.0,6.498538869665936,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,79.46000000000001,79.46000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816132690671959,2022
00-0036410,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,21,148.0,1,0.0,0.0,243.0,34.0,8.0,2.699523297631768,1,2.4454545454545453,0.6097972972972974,0.9370148047193384,1.5706063092494826,0.0,22.8,35.8,3,0.1926605504587156,0.3253012048192771,0.0997067448680351,0.549231789543495,0.2052704576976421,0.25,0.2222222222222222,0.225,0.2276352288488211,0.2142163661581137,1.3577981651376148,0.138577068978865,2022
00-0036425,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,13.0,0,0.0,0.0,0.0,-1.5552587261772717,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140056022408963,2022
00-0036442,2022,POST,72,109,721.0,4,2.0,10.0,60.0,0,0,747.0,341.0,36.0,14.956902525826756,1,2.9321123321123324,0.3936318124730144,15,70.0,1,0.0,0.0,6.0,4.099038010957884,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,55.84,55.84,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2161492606642409,2022
00-0036567,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,23,53.0,0,0.0,0.0,3.0,-7.123915790754836,0,2,3,25.0,1,0.0,0.0,0.0,22.0,2.0,4.008618733845651,0,0.0,0.1111111111111111,0.0,0.1666666666666666,0.0,13.8,15.8,2,0.0508474576271186,0.0,0.0820895522388059,0.0762711864406779,0.0457875457875457,0.3333333333333333,0.0769230769230769,0.1034482758620689,0.1895604395604395,0.1032967032967032,0.423728813559322,0.0836687142554543,2022
00-0036569,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,10.0,0,0.0,0.0,1.0,-0.3894724195706658,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0201207243460764,2022
00-0036590,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,18.0,0,0.0,0.0,0.0,12.0,1.0,0.6124182299827226,0,4.0,0.077027027027027,-0.0033508241601551,0.1131949636284319,0.0,1.8000000000000005,3.8,2,0.037037037037037,0.0,0.0662983425414364,0.0555555555555555,0.0292207792207792,0.0,0.0333333333333333,0.0303030303030303,0.0146103896103896,0.0233766233766233,0.2222222222222222,0.0205028596093665,2022
00-0036613,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,8.0,0,0.0,0.0,1.0,1.861422278539976,0,3,7,44.0,0,0.0,0.0,151.0,6.0,1.0,-1.3515516526908111,0,0.2913907284768212,0.1666666666666666,0.3145833333333333,0.4702083333333333,0.0,5.2,8.2,1,0.1555555555555555,0.3038229376257545,0.0566037735849056,0.4763916834339369,0.2,0.0,0.0833333333333333,0.0769230769230769,0.1,0.16,0.9777777777777776,0.1188405797101449,2022
00-0036637,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-1.6300511171575636,0,3,4,37.0,0,0.0,0.0,29.0,20.0,1.0,1.1120081102708357,0,2.870967741935484,0.1215331010452961,0.1483554759416828,0.2861484847271222,0.0,3.7,6.7,3,0.0373831775700934,0.0446153846153846,0.0549450549450549,0.0917670740474478,0.0509641873278236,0.0,0.0232558139534883,0.0196078431372549,0.0254820936639118,0.0407713498622589,0.3457943925233644,0.0225558847293293,2022
00-0036741,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,5.0,0,0.0,0.0,5.0,0.0,0.0,-0.122301388066262,0,1.0,0.0416666666666666,0.0214592274678111,0.0775214592274678,0.0,0.5,1.5,1,0.04,0.0205761316872428,0.0,0.0764609053497942,0.0413223140495867,,0.0,0.0,,,0.2,0.0212044105173876,2022
00-0036810,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,3,39.0,0,0.0,0.0,33.0,6.0,2.0,4.155458407767583,0,1.181818181818182,0.088235294117647,0.1021671826625387,0.2038699690402476,0.0,3.9,6.9,1,0.0857142857142857,0.1012269938650306,0.0779220779220779,0.2095530236634531,0.1541501976284585,0.0,0.1428571428571428,0.125,0.0770750988142292,0.1233201581027668,1.1142857142857143,0.0743374272786037,2022
00-0036900,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,0,0.0,0.0,0.0,-0.135171441710554,0,20,28,220.0,2,0.0,0.0,249.0,99.0,11.0,18.83853715959998,0,2.6402583902583903,0.8412162162162162,1.1093190898037173,2.0383476871869264,0.0,34.3,54.3,3,0.2568807339449541,0.3333333333333333,0.2903225806451613,0.6519877675840979,0.305131761442441,0.5,0.3055555555555556,0.325,0.4025658807212205,0.3441054091539528,2.018348623853211,0.2101881241774405,2022
00-0036912,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,15,22,197.0,1,0.0,0.0,251.0,69.0,8.0,7.851847479883304,0,2.290752853661665,0.8063725490196079,1.1047500698624024,1.9828838724330933,0.0,25.700000000000003,40.7,3,0.2528735632183908,0.3173198482932996,0.2771084337349397,0.633166223462226,0.3402417962003454,0.3333333333333333,0.32,0.3214285714285714,0.3367875647668393,0.338860103626943,2.264367816091954,0.1442444003402325,2022
00-0036913,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,14.0,0,0.0,0.0,1.0,1.335456799599342,0,7,10,50.0,1,0.0,0.0,35.0,41.0,3.0,3.247920541737925,0,7.5,0.2887804878048781,0.1418242491657397,0.5324477061233349,0.0,12.4,19.4,3,0.0934579439252336,0.0538461538461538,0.1126373626373626,0.1832638389647735,0.0688705234159779,0.125,0.0697674418604651,0.0784313725490196,0.0969352617079889,0.0800964187327823,0.4672897196261682,0.0653110692162671,2022
00-0036919,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,33,181.0,1,0.0,0.0,13.0,13.508517261602467,0,7,9,55.0,0,0.0,0.0,-7.0,53.0,1.0,4.477978044164624,0,16.357142857142858,0.3259803921568627,-0.0740612717598791,0.4371276980033787,0.0,29.6,36.6,3,0.1034482758620689,-0.0088495575221238,0.2128514056224899,0.1480927677754043,0.0949913644214162,0.0,0.04,0.0357142857142857,0.0474956822107081,0.0759930915371329,0.632183908045977,0.1297136376523958,2022
00-0036971,2022,POST,52,86,505.0,5,5.0,4.0,27.0,0,0,656.0,227.0,29.0,-5.897281231291322,0,1.5320356398246058,0.047054211143423,4,34.0,0,0.0,0.0,3.0,3.6909479601308703,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.6,35.6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827515400410677,2022
00-0036973,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,30,171.0,1,0.0,0.0,9.0,6.505723607628624,0,4,4,30.0,0,0.0,0.0,-16.0,46.0,2.0,2.966768376820255,0,-7.285714285714286,0.1006864988558352,-0.0517756511027147,0.1147867925118525,0.0,26.1,30.1,2,0.0465116279069767,-0.024390243902439,0.2026431718061674,0.0502552467385138,0.0594059405940594,0.0,0.0689655172413793,0.0588235294117647,0.0297029702970297,0.0475247524752475,0.3488372093023256,0.1545174537987679,2022
00-0036988,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,6,31.0,0,0.0,0.0,70.0,9.0,2.0,-0.5921984984158115,0,0.4428571428571428,0.1428571428571428,0.2991452991452991,0.4236874236874236,0.0,3.1,5.1,1,0.1395348837209302,0.2928870292887029,0.06,0.4436119490123577,0.1135531135531135,0.0,0.1538461538461538,0.1428571428571428,0.0567765567765567,0.0908424908424908,0.7209302325581395,0.0554830287206266,2022
00-0037004,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,3.0,0.0,0.0,-0.5341842051129788,0,0.0,0.0238095238095238,0.00625,0.0400892857142857,0.0,0.0,0.0,1,0.0222222222222222,0.0060362173038229,0.0,0.0381623071763916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
00-0037011,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,16.0,0,0.0,0.0,11.0,5.0,0.0,0.8497449388960376,0,1.4545454545454546,0.0476190476190476,0.047008547008547,0.1043345543345543,0.0,1.6,3.6,1,0.0465116279069767,0.0460251046025104,0.0333333333333333,0.1065875255424734,0.0586080586080586,0.0,0.0,0.0,0.0293040293040293,0.0468864468864468,0.3720930232558139,0.0391644908616188,2022
00-0037093,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,11.0,0,0.0,0.0,10.0,1.0,1.0,0.6734507997753099,0,1.1,0.0294117647058823,0.0309597523219814,0.0657894736842105,0.0,1.1,2.1,1,0.0285714285714285,0.0306748466257668,0.0129870129870129,0.0673970201577563,0.0434782608695652,0.0,0.0714285714285714,0.0625,0.0217391304347826,0.0347826086956521,0.3142857142857143,0.0226244343891402,2022
00-0037197,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,37,197.0,1,0.0,0.0,8.0,2.015757637855131,0,6,7,65.0,0,0.0,0.0,-21.0,89.0,3.0,4.417445147642866,0,-4.933333333333334,0.1749128919860627,-0.0897293288839451,0.1995588077603324,0.0,32.2,38.2,3,0.0654205607476635,-0.0323076923076923,0.2445054945054945,0.0722846872753414,0.0895316804407713,0.0,0.0697674418604651,0.0588235294117647,0.0447658402203856,0.071625344352617,0.6074766355140186,0.1286022084567735,2022
00-0037248,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,52.0,1,0.0,0.0,2.0,-4.131125355896074,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.2,11.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604294809539225,2022
00-0037256,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,41.0,0,0.0,0.0,3.0,1.5891141209867783,0,4,6,36.0,0,0.0,0.0,-14.0,37.0,2.0,2.906351414741948,0,-2.571428571428572,0.0983606557377049,-0.0384615384615384,0.1206179066834804,0.0,7.7,11.7,1,0.0909090909090909,-0.0388888888888888,0.1927083333333333,0.1052525252525252,0.1025641025641025,0.0,0.1,0.0909090909090909,0.0512820512820512,0.082051282051282,0.5454545454545454,0.1050835279324591,2022
00-0037261,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,7,91.0,0,0.0,0.0,136.0,10.0,4.0,4.346158783184364,0,1.776036866359447,0.1851351351351351,0.2647436263046826,0.4630232411159806,0.0,9.1,14.1,2,0.0864197530864197,0.1373737373737373,0.0552486187845303,0.2395286195286195,0.1477272727272727,0.0,0.1333333333333333,0.1212121212121212,0.0738636363636363,0.1181818181818182,1.123456790123457,0.0760764001294917,2022
00-0037311,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,-0.5960472052684054,0,0.0,0.0163934426229508,0.0054945054945054,0.02843631778058,0.0,0.0,0.0,1,0.0151515151515151,0.0055555555555555,0.0,0.0271717171717171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
00-0037327,2022,POST,18,45,220.0,1,2.0,4.0,31.0,0,0,497.0,106.0,12.0,-10.678856898304902,1,0.4426559356136821,-0.0686420215463112,2,3.0,0,0.0,0.0,0.0,-0.7131497942027636,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1608695652173913,2022
00-0037525,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,12.0,0,0.0,0.0,1.0,-0.144723764329683,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,1.2000000000000002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097895252080274,2022
00-0037801,2022,POST,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,8.0,0,0.0,0.0,8.0,0.0,0.0,-0.0019508613913785,0,1.0,0.027027027027027,0.0264026402640264,0.059022388725359,0.0,0.8,1.8,1,0.027027027027027,0.0264026402640264,0.0,0.0616626527517616,0.0388349514563106,0.0,0.0,0.0,0.0194174757281553,0.0310679611650485,0.2162162162162162,0.0275061124694376,2022
