player_id,player_name,position,season,week,recent_team,hist_games_played,hist_avg_passing_yards,hist_avg_passing_tds,hist_avg_interceptions,hist_avg_rushing_yards,hist_avg_rushing_tds,hist_avg_receiving_yards,hist_avg_receiving_tds,hist_avg_receptions,hist_avg_targets,hist_avg_carries,hist_std_fantasy_points,hist_max_fantasy_points,hist_min_fantasy_points,recent_avg_fantasy_points,recent_vs_season_trend,recent5_avg_fantasy_points,recent5_std_fantasy_points,weighted_avg_fantasy_points,eff_yards_per_target,eff_yards_per_carry,rate_receiving_td,rate_rushing_td,rate_pass_td_to_int,target_fantasy_points
00-0019596,T.Brady,QB,2022,5,TB,4,264.5,1.5,0.25,-1.0,0.0,0.0,0.0,0.0,0.0,1.5,7.837737768854819,27.4,10.38,17.846666666666668,1.8666666666666671,15.98,7.837737768854819,15.98,0.0,-0.6666666666666666,0.0,0.0,3.5,17.74
00-0019596,T.Brady,QB,2022,6,TB,5,281.8,1.4,0.2,-1.4,0.0,0.0,0.0,0.0,0.0,1.8,6.833163249915809,27.4,10.38,19.959999999999997,3.6279999999999966,16.332,6.833163249915809,16.332,0.0,-0.7777777777777778,0.0,0.0,4.0,13.72
00-0019596,T.Brady,QB,2022,7,TB,6,275.3333333333333,1.3333333333333333,0.16666666666666666,-1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,6.204094347015256,27.4,10.38,19.62,3.7233333333333345,17.0,6.243668793265702,15.896666666666667,0.0,-0.7,0.0,0.0,4.5,11.7
00-0019596,T.Brady,QB,2022,8,TB,7,277.42857142857144,1.1428571428571428,0.14285714285714285,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,5.8814672610546035,27.4,10.38,14.386666666666665,-0.9104761904761922,17.06,6.17749140023683,15.297142857142857,0.0,-0.5454545454545454,0.0,0.0,4.5,17.1
00-0019596,T.Brady,QB,2022,9,TB,8,283.375,1.125,0.125,-0.625,0.0,0.0,0.0,0.0,0.0,1.5,5.482360675058561,27.4,10.38,14.173333333333334,-1.349166666666667,17.532,6.044643910107525,15.5225,0.0,-0.4166666666666667,0.0,0.0,5.0,15.200000000000001
00-0019596,T.Brady,QB,2022,10,TB,9,283.0,1.1111111111111112,0.1111111111111111,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,5.1294054236334246,27.4,10.38,14.666666666666666,-0.8200000000000003,15.091999999999999,2.4720275079375633,15.486666666666666,0.0,-0.4166666666666667,0.0,0.0,5.5,16.02
00-0019596,T.Brady,QB,2022,12,TB,10,280.5,1.2,0.2,-0.8,0.0,0.0,0.0,0.0,0.1,1.8,4.8389897935645845,27.4,10.38,16.10666666666667,0.5666666666666682,14.748000000000001,2.1036444566513617,15.540000000000001,0.0,-0.4444444444444444,0.0,0.0,4.333333333333333,18.04
00-0019596,T.Brady,QB,2022,13,TB,11,277.3636363636364,1.2727272727272727,0.18181818181818182,-0.5454545454545454,0.0,0.0,0.0,0.0,0.09090909090909091,1.7272727272727273,4.652141637803154,27.4,10.38,16.419999999999998,0.6527272727272706,15.612,2.436661650701632,15.767272727272728,0.0,-0.3157894736842105,0.0,0.0,5.0,17.14
00-0019596,T.Brady,QB,2022,14,TB,12,277.6666666666667,1.3333333333333333,0.25,-0.5833333333333334,0.0,0.0,0.0,0.0,0.08333333333333333,1.6666666666666667,4.4533089502145025,27.4,10.38,17.066666666666666,1.1850000000000005,16.700000000000003,1.1024518130059016,15.881666666666666,0.0,-0.35,0.0,0.0,4.25,10.120000000000001
00-0019596,T.Brady,QB,2022,15,TB,13,275.7692307692308,1.3076923076923077,0.38461538461538464,-0.5384615384615384,0.0,0.0,0.0,0.0,0.07692307692307693,1.6923076923076923,4.553339152303223,27.4,10.120000000000001,15.1,-0.33846153846153726,15.304000000000002,3.0924876717620067,15.438461538461537,0.0,-0.3181818181818182,0.0,0.0,3.0,20.580000000000002
